The Dining Car;;Plane — Spacecraft;When you planeswalk to The Dining Car, each player creates a Food token. Sixty-Six Seconds — At the beginning of your upkeep, sacrifice a creature with the least toughness among creatures you control. Then investigate. Whenever chaos ensues, activated abilities of artifact tokens you control cost {2} less to activate this turn.;;who;paradoxPower
Lumbering Falls;;Land;Lumbering Falls enters tapped. {T}: Add {G} or {U}. {2}{G}{U}: Lumbering Falls becomes a 3/3 green and blue Elemental creature with hexproof until end of turn. It's still a land.;GU;modernHorizons3;trickyTerrain
Wose Pathfinder;{1}{G};Creature — Human Shaman;{T}: Add one mana of any color. {6}{G}, {T}: Another target creature gets +3/+3 and gains trample until end of turn.;G;lordOfTheRings;elvenCounsel
Temple Altisaur;{4}{W};Creature — Dinosaur;If a source would deal damage to another Dinosaur you control, prevent all but 1 of that damage.;W;ixilan;velociRampTor
Disorder in the Court;{X}{W}{U};Instant;Exile X target creatures, then investigate X times. Return the exiled cards to the battlefield tapped under their owners' control at the beginning of the next end step. (To investigate, create a Clue token. It's an artifact with "{2}, Sacrifice this artifact: Draw a card.");UW;karlovMannor;deepClueSea
Duelist's Heritage;{2}{W};Enchantment;Whenever one or more creatures attack, you may have target attacking creature gain double strike until end of turn.;W;karlovMannor;blameGame
Forger's Foundry;{2}{U};Artifact;{T}: Add {U}. When you spend this mana to cast an instant or sorcery spell with mana value 3 or less, you may exile that spell instead of putting it into its owner's graveyard as it resolves. {3}{U}{U}, {T}: You may cast any number of spells from among cards exiled with Forger's Foundry without paying their mana costs. Activate only as a sorcery.;U;thunder;quickDraw
Champions of Minas Tirith;{5}{W};Creature — Human Soldier;When Champions of Minas Tirith enters, you become the monarch. At the beginning of combat on each opponent's turn, if you're the monarch, that opponent may pay {X}, where X is the number of cards in their hand. If they don't, they can't attack you this combat.;W;lordOfTheRings;ridersOfRohan
The Foretold Soldier;{2}{G}{G};Creature — Alien Zombie Soldier;The Foretold Soldier must be blocked if able. The Foretold Soldier can't be blocked by more than one creature. Whenever The Foretold Soldier deals damage, exile it face down. It becomes foretold. Foretell {1}{G} (During your turn, you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.);G;who;paradoxPower
Giant Inheritance;{4}{G};Enchantment — Aura;Enchant creature Enchanted creature gets +5/+5 and has "Whenever this creature attacks, create a Monster Role token attached to up to one target attacking creature." (Enchanted creature gets +1/+1 and has trample.) When Giant Inheritance is put into a graveyard from the battlefield, return it to its owner's hand.;G;wildsOfEldraine;virtueOfValor
Floriferous Vinewall;{1}{G};Creature — Plant Wall;Defender When Floriferous Vinewall enters, look at the top six cards of your library. You may reveal a land card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.;G;modernHorizons3;trickyTerrain
Field-Tested Frying Pan;{2}{W};Artifact — Equipment;When Field-Tested Frying Pan enters, create a Food token, then create a 1/1 white Halfling creature token and attach Field-Tested Frying Pan to it. Equipped creature has "Whenever you gain life, this creature gets +X/+X until end of turn, where X is the amount of life you gained." Equip {2};W;lordOfTheRings;foodAndFellowship
Zulaport Cutthroat;{1}{B};Creature — Human Rogue Ally;Whenever Zulaport Cutthroat or another creature you control dies, each opponent loses 1 life and you gain 1 life.;B;bloomburrow;squirreledAway
Baird, Steward of Argive;{2}{W}{W};Legendary Creature — Human Soldier;Vigilance Creatures can't attack you or planeswalkers you control unless their controller pays {1} for each of those creatures.;W;bloomburrow;peaceOffering
Basalt Monolith;{3};Artifact;Basalt Monolith doesn't untap during your untap step. {T}: Add {C}{C}{C}. {3}: Untap Basalt Monolith.;;lordOfTheRings;hostsOfMordor
Woodland Stream;;Land;Woodland Stream enters tapped. {T}: Add {G} or {U}.;GU;lordOfTheRings;elvenCounsel
Fetid Heath;;Land;{T}: Add {C}. {W/B}, {T}: Add {W}{W}, {W}{B}, or {B}{B}.;BW;marchOfTheMachine,thunder;growingThreat,mostWanted
Era of Innovation;{1}{U};Enchantment;Whenever an artifact or Artificer you control enters, you may pay {1}. If you do, you get {E}{E} (two energy counters). Pay six {E}, Sacrifice Era of Innovation: Draw three cards.;U;modernHorizons3;creativeEnergy
Sawhorn Nemesis;{3}{R};Creature — Dinosaur;As Sawhorn Nemesis enters, choose a player. If a source would deal damage to the chosen player or a permanent they control, it deals double that damage instead.;R;modernHorizons3;graveyardOverdrive
Etali, Primal Storm;{4}{R}{R};Legendary Creature — Elder Dinosaur;Whenever Etali, Primal Storm attacks, exile the top card of each player's library, then you may cast any number of spells from among those cards without paying their mana costs.;R;ixilan,bloomburrow,karlovMannor;velociRampTor,animatedArmy,blameGame
Sunscorch Regent;{3}{W}{W};Creature — Dragon;Flying Whenever an opponent casts a spell, put a +1/+1 counter on Sunscorch Regent and you gain 1 life.;W;marchOfTheMachine,bloomburrow;callForBackup,peaceOffering
Sentry Bot;{4}{W};Artifact Creature — Robot;Flash This spell costs {1} less to cast for each creature attacking you. When Sentry Bot enters, you get {E} for each creature attacking you. At the beginning of combat on your turn, you may pay {E}{E}{E}. If you do, put a +1/+1 counter on each creature you control.;W;fallout;science
Rite of the Raging Storm;{3}{R}{R};Enchantment;Creatures named Lightning Rager can't attack you or planeswalkers you control. At the beginning of each player's upkeep, that player creates a 5/1 red Elemental creature token named Lightning Rager. It has trample, haste, and "At the beginning of the end step, sacrifice this creature.";R;karlovMannor;blameGame
Angel of the Ruins;{5}{W}{W};Artifact Creature — Angel;Flying When Angel of the Ruins enters, exile up to two target artifacts and/or enchantments. Plainscycling {2} ({2}, Discard this card: Search your library for a Plains card, reveal it, put it into your hand, then shuffle.);W;marchOfTheMachine,bloomburrow,secretLair,thunder,karlovMannor;growingThreat,familyMatters,angels,desertBloom,blameGame
Selfless Squire;{3}{W};Creature — Human Soldier;Flash When Selfless Squire enters, prevent all damage that would be dealt to you this turn. Whenever damage that would be dealt to you is prevented, put that many +1/+1 counters on Selfless Squire.;W;lordOfTheRings,karlovMannor;ridersOfRohan,blameGame
Vronos, Masked Inquisitor;{3}{U}{U};Legendary Planeswalker — Vronos;+1: Up to two other target planeswalkers you control phase out at the beginning of the next end step. (Treat them and anything attached to them as though they don't exist until your next turn.) −2: For each opponent, return up to one target nonland permanent that player controls to its owner's hand. −7: Target artifact you control becomes a 9/9 Construct artifact creature and gains vigilance, indestructible, and "This creature can't be blocked.";U;commanderMasters;planeswalkerParty
Thespian's Stage;;Land;{T}: Add {C}. {2}, {T}: Thespian's Stage becomes a copy of target land, except it has this ability.;;who,modernHorizons3;timeyWimey,trickyTerrain
Vrestin, Menoptra Leader;{X}{G}{G}{W};Legendary Creature — Alien Insect Scout;Flying Vrestin enters with X +1/+1 counters on it. When Vrestin enters, create X 1/1 green and white Alien Insect creature tokens with flying. Whenever you attack with one or more Insects, put a +1/+1 counter on each of them.;GW;who;blastFromThePast
Ryan Sinclair;{2}{R};Legendary Creature — Human;Whenever Ryan attacks, exile cards from the top of your library until you exile a nonland card. You may cast the exiled card without paying its mana cost if it's a spell with mana value less than or equal to Ryan's power. Put the exiled cards not cast this way on the bottom of your library in a random order. Doctor's companion (You can have two commanders if the other is the Doctor.);R;who;paradoxPower
Brimaz, King of Oreskos;{1}{W}{W};Legendary Creature — Cat Soldier;Vigilance Whenever Brimaz, King of Oreskos attacks, create a 1/1 white Cat Soldier creature token with vigilance that's attacking. Whenever Brimaz blocks a creature, create a 1/1 white Cat Soldier creature token with vigilance that's blocking that creature.;W;secretLair;rainingCatsAndDogs
Nested Shambler;{B};Creature — Zombie;When Nested Shambler dies, create X tapped 1/1 green Squirrel creature tokens, where X is Nested Shambler's power.;B;bloomburrow;squirreledAway
Kellogg, Dangerous Mind;{1}{B}{R};Legendary Creature — Human Mercenary;First strike, haste Whenever Kellogg, Dangerous Mind attacks, create a Treasure token. Sacrifice five Treasures: Gain control of target creature for as long as you control Kellogg. Activate only as a sorcery.;BR;fallout;hailCaesar
Ranging Raptors;{2}{G};Creature — Dinosaur;Enrage — Whenever Ranging Raptors is dealt damage, you may search your library for a basic land card, put it onto the battlefield tapped, then shuffle.;G;ixilan;velociRampTor
The Eleventh Hour;{3}{U};Enchantment — Saga;(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.) I — Search your library for a Doctor card, reveal it, put it into your hand, then shuffle. II — Create a Food token and a 1/1 white Human creature token with "Doctor spells you cast cost {1} less to cast." III — Create a token that's a copy of target creature, except it's a legendary Alien named Prisoner Zero.;U;who;timeyWimey
Luminous Broodmoth;{2}{W}{W};Creature — Insect;Flying Whenever a creature you control without flying dies, return it to the battlefield under its owner's control with a flying counter on it.;W;bloomburrow;familyMatters
Carrion Grub;{3}{B};Creature — Insect;Carrion Grub gets +X/+0, where X is the greatest power among creature cards in your graveyard. When Carrion Grub enters, mill four cards. (Put the top four cards of your library into your graveyard.);B;duskmoore;deathtoll
Hostile Desert;;Land — Desert;{T}: Add {C}. {2}, Exile a land card from your graveyard: Hostile Desert becomes a 3/4 Elemental creature until end of turn. It's still a land.;;karlovMannor;revenantRecon
Liliana, Death's Majesty;{3}{B}{B};Legendary Planeswalker — Liliana;+1: Create a 2/2 black Zombie creature token. Mill two cards. −3: Return target creature card from your graveyard to the battlefield. That creature is a black Zombie in addition to its other colors and types. −7: Destroy all non-Zombie creatures.;B;modernHorizons3;graveyardOverdrive
Bowie Base One;;Plane — Mars;At the beginning of your end step, goad target creature controlled by the player to your left. (Until your next turn, that creature attacks each combat if able and attacks a player other than you if able.) Whenever chaos ensues, target creature gains islandwalk until end of turn. (It can't be blocked as long as defending player controls an Island.);;who;masterOfEvil
Bastion Protector;{2}{W};Creature — Human Soldier;Commander creatures you control get +2/+2 and have indestructible.;W;lordOfTheRings;ridersOfRohan
Emperor Mihail II;{1}{U}{U};Legendary Creature — Merfolk Noble;You may look at the top card of your library any time. You may cast Merfolk spells from the top of your library. Whenever you cast a Merfolk spell, you may pay {1}. If you do, create a 1/1 blue Merfolk creature token.;U;ixilan;exploreTheDeep
Archon of Sun's Grace;{2}{W}{W};Creature — Archon;Flying Lifelink (Damage dealt by this creature also causes you to gain that much life.) Pegasus creatures you control have lifelink. Constellation — Whenever an enchantment you control enters, create a 2/2 white Pegasus creature token with flying.;W;commanderMasters,wildsOfEldraine;enduringEnchantments,virtueOfValor
